,moving_time,timestamp,average_speed,average_temp,average_watts,suffer_score,kmeans_119
949,2225,1493535615.0,9.723,19.0,237.9,82.0,19
950,2626,1493531947.0,7.734,17.0,125.4,19.0,19
951,3601,1493446838.0,6.529,26.0,103.5,23.0,19
952,3600,1493359817.0,6.592,26.0,119.6,31.0,19
953,4202,1493274969.0,7.096,24.0,135.1,59.0,19
954,3018,1493185974.0,6.073,18.0,106.8,18.0,19
955,3433,1493099323.0,5.325,18.0,78.4,9.0,86
956,11999,1492926695.0,9.606,21.0,170.7,189.0,86
957,9876,1492840496.0,8.893,21.0,164.7,159.0,86
958,5900,1492753783.0,5.802,19.0,82.7,16.0,86
959,7144,1492667694.0,8.395,21.0,156.0,97.0,86
960,7327,1492581369.0,8.67,22.0,155.4,112.0,86
961,7704,1492494999.0,8.826,24.0,155.1,88.0,86
962,12193,1492322114.0,9.439,25.0,163.1,195.0,86
963,12464,1492235579.0,6.796,23.0,152.1,177.0,86
964,3567,1492149665.0,5.122,20.0,75.8,13.0,86
965,7142,1492062668.0,8.361,19.0,151.9,120.0,86
966,6643,1491976140.0,6.33,19.0,84.9,24.0,86
967,6985,1491890093.0,8.386,19.0,143.0,88.0,86
968,12203,1491717259.0,9.425,22.0,150.8,90.0,86
969,11237,1491631734.0,7.439,20.0,173.2,216.0,118
970,3342,1491544882.0,5.454,18.0,79.3,16.0,118
971,6028,1491458936.0,8.182,20.0,161.9,103.0,118
972,7457,1491373293.0,9.115,19.0,160.0,93.0,118
973,7487,1491286198.0,8.757,20.0,153.9,82.0,118
974,11829,1491113378.0,9.738,23.0,152.1,175.0,118
975,12116,1491026794.0,6.898,24.0,151.6,190.0,118
976,4244,1490854375.0,8.423,21.0,149.3,46.0,118
977,967,1490696298.0,4.647,34.0,89.1,6.0,118
978,876,1490691990.0,6.562,32.0,51.4,5.0,118
979,222,1490691314.0,4.035,31.0,30.9,1.0,118
980,3803,1490687365.0,9.795,25.0,225.6,239.0,118
981,3144,1490680313.0,5.201,22.0,50.7,15.0,118
982,6001,1490509025.0,8.258,22.0,124.7,97.0,118
983,3314,1490423448.0,5.539,20.0,82.5,26.0,118
984,3356,1490250340.0,5.501,18.0,78.1,17.0,32
985,517,1489919802.0,5.538,35.0,67.8,3.0,32
986,852,1489915067.0,4.596,29.0,42.6,3.0,32
987,2858,1489911460.0,11.781,23.0,242.1,173.0,32
988,2170,1489908092.0,6.158,21.0,82.5,23.0,32
989,3548,1489855415.0,5.833,30.0,66.3,12.0,32
990,3022,1489645388.0,5.976,16.0,105.6,11.0,32
991,7113,1489558855.0,8.936,16.0,154.2,112.0,32
992,2975,1489472460.0,6.155,13.0,106.2,18.0,32
993,251,1489313866.0,4.334,28.0,109.6,1.0,32
994,11365,1489300349.0,9.886,13.0,160.9,218.0,32
995,368,1489299517.0,3.712,16.0,82.2,1.0,32
996,3600,1489149139.0,7.87,23.0,166.0,70.0,32
997,3602,1489061986.0,8.394,24.0,185.6,106.0,32
998,3601,1488976491.0,7.764,24.0,164.7,87.0,68
999,3602,1488890404.0,7.267,24.0,150.9,73.0,68
1000,12697,1488695225.0,9.096,17.0,152.1,170.0,68
1001,11000,1488609881.0,9.265,18.0,161.4,192.0,68
1002,3618,1488522852.0,5.021,16.0,66.4,14.0,68
1003,7204,1488436394.0,8.774,16.0,156.9,64.0,68
1004,7412,1488349554.0,9.12,16.0,153.7,54.0,68
1005,1095,1488298525.0,0.0,25.0,84.4,3.0,68
1006,6450,1488263466.0,8.915,14.0,154.2,108.0,68
1007,1619,1488099707.0,6.345,25.0,110.8,15.0,68
1008,2420,1488092787.0,11.197,12.0,232.1,111.0,68
1009,1491,1488090170.0,7.339,15.0,111.4,19.0,68
1010,7483,1488004062.0,8.442,16.0,149.8,49.0,68
1011,2854,1487917935.0,6.34,15.0,117.2,16.0,68
1012,7163,1487831511.0,6.888,15.0,146.7,56.0,111
1013,2608,1487745136.0,6.779,13.0,124.0,25.0,111
1014,2828,1487485581.0,6.406,14.0,122.3,15.0,111
1015,15052,1487400226.0,6.81,20.0,149.6,258.0,111
1016,7309,1487226862.0,5.442,14.0,141.6,109.0,111
1017,6126,1487140594.0,6.52,15.0,141.7,91.0,111
1018,12169,1486881283.0,9.486,14.0,155.1,183.0,111
1019,10810,1486794797.0,6.986,15.0,149.0,155.0,111
1020,6993,1486622251.0,5.397,14.0,138.0,96.0,111
1021,5935,1486535475.0,6.717,14.0,144.6,88.0,111
1022,12478,1486276698.0,9.229,17.0,145.1,214.0,111
1023,13067,1486190010.0,6.414,16.0,133.9,159.0,3
1024,2728,1486103371.0,6.658,14.0,116.6,11.0,3
1025,2671,1486016941.0,6.764,14.0,117.4,15.0,3
1026,6566,1485671484.0,7.758,13.0,147.2,109.0,3
1027,7732,1485498923.0,6.388,13.0,132.0,61.0,3
1028,7121,1485412837.0,5.229,13.0,133.1,93.0,3
1029,3372,1485239209.0,6.144,13.0,107.2,23.0,3
1031,9450,1485066842.0,9.551,15.0,149.5,159.0,3
1032,13472,1484981200.0,6.396,15.0,138.1,101.0,3
1033,6540,1484807848.0,6.32,11.0,136.6,70.0,3
1035,3392,1484548316.0,5.391,14.0,77.5,10.0,3
1036,9711,1484461897.0,9.298,14.0,152.0,179.0,3
1037,10780,1484376044.0,6.447,12.0,135.4,72.0,3
1038,6313,1484202817.0,6.68,9.0,118.5,62.0,3
1040,3043,1483944031.0,6.005,9.0,96.9,14.0,81
1041,10725,1483856640.0,8.451,10.0,153.1,182.0,81
1042,7940,1483770151.0,6.222,7.0,117.9,62.0,81
1043,7068,1483598405.0,5.073,9.0,129.4,86.0,81
1045,14115,1483165323.0,5.942,16.0,115.8,121.0,81
1046,3511,1483079986.0,5.202,9.0,74.5,10.0,81
1048,4462,1482819020.0,4.054,10.0,38.6,9.0,81
1049,1573,1482656692.0,5.899,18.0,96.0,9.0,81
1050,2396,1482649246.0,11.324,10.0,224.4,143.0,81
1051,1898,1482646655.0,5.805,11.0,62.1,8.0,81
1052,7692,1482561068.0,8.263,10.0,135.8,74.0,81
1053,9827,1482388092.0,6.358,11.0,126.9,93.0,81
1054,7222,1482302046.0,4.952,10.0,125.4,78.0,81
1055,3014,1482215446.0,6.028,11.0,99.7,11.0,81
1056,16985,1482042003.0,6.251,18.0,138.3,325.0,81
1057,8336,1481868852.0,6.852,18.0,112.7,101.0,21
1058,7478,1481696763.0,5.15,16.0,129.1,113.0,21
1059,9850,1481437037.0,9.12,12.0,147.3,212.0,21
1060,7957,1481351064.0,6.352,11.0,136.6,116.0,21
1061,3256,1481177582.0,6.362,10.0,114.3,36.0,21
1062,7716,1481004907.0,5.173,14.0,130.9,118.0,21
1063,5580,1480833956.0,7.552,18.0,131.7,68.0,21
1064,1660,1480832278.0,7.561,18.0,109.3,13.0,21
1065,7919,1480659638.0,8.214,14.0,143.6,98.0,21
1066,5891,1480486883.0,7.777,11.0,128.9,87.0,21
1067,11065,1480227158.0,7.814,19.0,137.7,274.0,21
1068,3783,1480140534.0,5.874,12.0,102.5,44.0,21
1069,12323,1479623223.0,8.92,15.0,157.6,296.0,85
1070,4993,1479536910.0,8.344,12.0,151.9,117.0,85
1071,5482,1479191211.0,7.268,15.0,111.1,72.0,85
1072,10529,1479019303.0,8.577,16.0,135.7,161.0,85
1073,6045,1478932069.0,7.809,11.0,159.5,116.0,85
1074,3595,1478845320.0,5.576,13.0,71.5,18.0,85
1075,6691,1478585214.0,7.13,13.0,117.3,73.0,85
1076,7591,1478413163.0,8.24,13.0,148.4,130.0,85
1077,3367,1478153165.0,5.491,21.371531966224367,96.1,65.4145810663765,85
1078,7412,1478066601.0,8.605,21.371531966224367,194.8,65.4145810663765,85
1079,8179,1477548228.0,6.125,21.371531966224367,150.5,65.4145810663765,54
1080,12759,1477462103.0,6.19,21.371531966224367,167.2,65.4145810663765,54
1081,4578,1477375640.0,6.79,21.371531966224367,172.5,65.4145810663765,54
1082,1478,1477214632.0,10.871,21.371531966224367,259.1,65.4145810663765,54
1083,1805,1477205312.0,5.345,21.371531966224367,69.8,65.4145810663765,54
1084,4509,1477051009.0,7.898,21.371531966224367,173.6,65.4145810663765,54
1085,4121,1476876513.0,8.867,21.371531966224367,210.0,65.4145810663765,54
1086,2942,1476770147.0,6.455,21.371531966224367,116.7,65.4145810663765,54
1087,3024,1476597301.0,6.089,21.371531966224367,118.3,65.4145810663765,54
1088,8500,1476510763.0,5.917,21.371531966224367,149.1,65.4145810663765,54
1090,3861,1476337707.0,5.499,21.371531966224367,95.6,65.4145810663765,54
1091,3356,1476252049.0,5.536,21.371531966224367,94.8,65.4145810663765,54
1092,6922,1473577529.0,8.955,21.371531966224367,195.5,65.4145810663765,31
1093,7160,1473488678.0,8.545,21.371531966224367,192.4,65.4145810663765,31
1094,7313,1473315636.0,8.722,21.371531966224367,200.8,65.4145810663765,31
1095,3477,1473054737.0,6.537,21.371531966224367,126.1,65.4145810663765,31
1096,6114,1472968920.0,8.475,21.371531966224367,184.1,65.4145810663765,31
1097,3878,1472796390.0,6.285,21.371531966224367,119.2,65.4145810663765,31
1098,9505,1472363286.0,7.987,21.371531966224367,179.7,65.4145810663765,31
1099,8719,1472191931.0,8.215,21.371531966224367,176.1,65.4145810663765,31
1100,17502,1471760283.0,7.161,21.371531966224367,126.7,65.4145810663765,93
1102,9049,1471328772.0,6.666,21.371531966224367,122.3,65.4145810663765,93
1103,13974,1471070045.0,6.517,21.371531966224367,114.1,65.4145810663765,93
1104,7588,1470984764.0,7.243,21.371531966224367,133.7,65.4145810663765,93
1105,8038,1470638253.0,6.284,21.371531966224367,109.9,65.4145810663765,93
1106,14754,1470463927.0,5.238,21.371531966224367,85.2,65.4145810663765,93
1107,18466,1469515195.0,6.283,21.371531966224367,104.2,65.4145810663765,67
1108,17811,1469341889.0,6.483,21.371531966224367,106.4,65.4145810663765,67
1109,17953,1469168164.0,5.869,21.371531966224367,96.7,65.4145810663765,67
1110,18390,1468736194.0,5.81,21.371531966224367,92.5,65.4145810663765,67
1111,14127,1468216835.0,5.87,21.371531966224367,103.4,65.4145810663765,67
1112,4732,1468045431.0,5.953,21.371531966224367,117.1,65.4145810663765,67
1113,4266,1467784625.0,6.237,21.371531966224367,117.1,65.4145810663765,97
1114,3664,1467526807.0,7.338,21.371531966224367,169.2,65.4145810663765,97
1115,10555,1467352341.0,7.057,21.371531966224367,195.8,65.4145810663765,97
1116,7752,1467179357.0,8.503,21.371531966224367,203.4,65.4145810663765,97
1117,14107,1467007824.0,6.045,21.371531966224367,152.7,65.4145810663765,97
1118,12105,1466922117.0,4.706,21.371531966224367,215.8,65.4145810663765,97
1119,6669,1466747273.0,6.604,21.371531966224367,115.7,65.4145810663765,97
1120,8725,1466574355.0,7.538,21.371531966224367,162.3,65.4145810663765,97
1121,10245,1466402412.0,6.983,21.371531966224367,182.5,65.4145810663765,97
1122,11490,1466316320.0,4.648,21.371531966224367,204.5,65.4145810663765,97
1123,9267,1466142478.0,6.304,21.371531966224367,125.4,65.4145810663765,10
1124,7884,1465969681.0,8.223,21.371531966224367,186.0,65.4145810663765,10
1125,9046,1465883358.0,7.131,21.371531966224367,178.7,65.4145810663765,10
1126,16893,1465710538.0,7.413,21.371531966224367,149.5,65.4145810663765,10
1127,9047,1465364993.0,6.198,21.371531966224367,138.4,65.4145810663765,10
1128,18415,1465105861.0,5.732,21.371531966224367,175.6,65.4145810663765,10
1129,8475,1464760008.0,7.607,21.371531966224367,187.1,65.4145810663765,10
1130,10769,1464501014.0,5.605,21.371531966224367,143.9,65.4145810663765,62
1131,20548,1464327222.0,5.614,21.371531966224367,179.0,65.4145810663765,62
1132,13161,1464240917.0,6.202,21.371531966224367,173.0,65.4145810663765,62
1133,10188,1464155875.0,6.149,21.371531966224367,168.8,65.4145810663765,62
1134,8974,1463895214.0,9.796,21.371531966224367,195.8,65.4145810663765,62
1135,2180,1463849667.0,6.546,21.371531966224367,109.0,65.4145810663765,62
1136,6803,1463638111.0,5.138,21.371531966224367,148.9,65.4145810663765,62
1137,5390,1463464186.0,6.725,21.371531966224367,152.0,65.4145810663765,62
1138,18987,1463291185.0,5.817,21.371531966224367,181.9,65.4145810663765,62
1139,11032,1463205329.0,6.361,21.371531966224367,170.5,65.4145810663765,62
1140,8440,1463118991.0,4.662,21.371531966224367,120.4,65.4145810663765,62
1141,7423,1462945467.0,6.421,21.371531966224367,138.0,65.4145810663765,62
1142,15496,1462859935.0,5.071,21.371531966224367,161.7,65.4145810663765,62
1143,10565,1462686365.0,6.807,21.371531966224367,146.6,65.4145810663765,62
1144,9130,1462600075.0,5.732,21.371531966224367,141.9,65.4145810663765,62
1145,6518,1462513649.0,5.268,21.371531966224367,81.5,65.4145810663765,62
1146,2538,1459231011.0,7.328,21.371531966224367,139.7,65.4145810663765,36
1147,2599,1459143855.0,7.147,21.371531966224367,132.7,65.4145810663765,36
1148,2562,1458971720.0,7.208,21.371531966224367,143.2,65.4145810663765,36
1149,2796,1458884846.0,6.6,21.371531966224367,125.0,65.4145810663765,36
1150,2637,1458712244.0,6.995,21.371531966224367,137.6,65.4145810663765,36
1151,2772,1458539150.0,6.694,21.371531966224367,130.7,65.4145810663765,36
1152,2553,1458281005.0,7.187,21.371531966224367,140.1,65.4145810663765,36
1153,2605,1458194445.0,7.037,21.371531966224367,141.1,65.4145810663765,36
1154,5744,1457973958.0,3.699,21.371531966224367,134.9,65.4145810663765,36
1155,1276,1452249980.0,10.304,21.371531966224367,239.6,27.0,109
1156,2161,1452243784.0,4.235,21.371531966224367,45.9,9.0,109
1157,1819,1452236239.0,6.675,21.371531966224367,96.6,20.0,109
1158,1193,1452165798.0,10.904,21.371531966224367,262.6,80.0,109
1159,1872,1452149595.0,7.384,21.371531966224367,107.2,13.0,109
1160,1239,1452147858.0,5.639,21.371531966224367,73.8,7.0,109
1161,14741,1451802135.0,5.583,21.371531966224367,147.8,65.4145810663765,109
1162,9839,1451715754.0,6.536,21.371531966224367,132.3,65.4145810663765,109
1163,3911,1451633823.0,7.088,21.371531966224367,128.3,65.4145810663765,109
1164,7000,1451456364.0,6.955,21.371531966224367,141.1,65.4145810663765,109
1165,4109,1451372380.0,8.708,21.371531966224367,195.2,65.4145810663765,109
1166,6983,1451110891.0,6.81,21.371531966224367,131.4,65.4145810663765,26
1167,3021,1450850735.0,6.106,21.371531966224367,114.0,65.4145810663765,26
1168,8365,1450765292.0,7.212,21.371531966224367,169.0,65.4145810663765,26
1169,20168,1450592449.0,7.219,21.371531966224367,146.4,65.4145810663765,26
1170,900,1450446485.0,10.7,21.371531966224367,279.6,65.4145810663765,26
1171,2218,1450430368.0,6.069,21.371531966224367,97.7,65.4145810663765,26
1172,6628,1450246403.0,7.202,21.371531966224367,161.1,65.4145810663765,26
1173,4602,1450160941.0,7.783,21.371531966224367,159.6,65.4145810663765,26
1174,19528,1449987755.0,7.217,21.371531966224367,146.7,65.4145810663765,26
1175,9553,1449901329.0,7.081,21.371531966224367,149.5,65.4145810663765,26
1176,10940,1449730887.0,8.291,21.371531966224367,171.0,65.4145810663765,26
1177,4910,1449554946.0,7.203,21.371531966224367,128.8,65.4145810663765,26
1178,18316,1449382177.0,7.106,21.371531966224367,131.5,65.4145810663765,76
1179,12964,1449295318.0,6.613,21.371531966224367,135.1,65.4145810663765,76
1180,11122,1449123247.0,8.182,21.371531966224367,169.8,65.4145810663765,76
1181,2244,1449036528.0,7.731,21.371531966224367,182.1,65.4145810663765,76
1182,4465,1448951309.0,8.045,21.371531966224367,175.3,65.4145810663765,76
1183,3883,1448780394.0,7.421,21.371531966224367,290.6,65.4145810663765,76
1184,5241,1448690568.0,5.367,21.371531966224367,136.2,65.4145810663765,76
1185,7342,1448431606.0,6.693,21.371531966224367,133.7,65.4145810663765,76
1186,7235,1448171520.0,5.767,21.371531966224367,123.9,65.4145810663765,76
1187,11572,1447999228.0,4.337,21.371531966224367,163.8,65.4145810663765,76
1188,8884,1447826813.0,4.894,21.371531966224367,153.6,65.4145810663765,76
1189,9568,1447740547.0,4.957,21.371531966224367,156.9,65.4145810663765,76
1190,14069,1447567651.0,4.663,21.371531966224367,147.9,65.4145810663765,76
1191,3883,1447481439.0,4.744,21.371531966224367,72.4,65.4145810663765,76
1192,7416,1446789050.0,5.081,21.371531966224367,153.9,65.4145810663765,5
1193,10312,1446702037.0,5.015,21.371531966224367,149.2,65.4145810663765,5
1194,6698,1446529410.0,5.08,21.371531966224367,142.2,65.4145810663765,5
1195,15892,1446356830.0,6.542,21.371531966224367,201.1,65.4145810663765,5
1196,9539,1446011153.0,6.256,21.371531966224367,145.0,65.4145810663765,5
1197,7686,1445925252.0,8.528,21.371531966224367,188.3,65.4145810663765,5
1198,915,1445760867.0,9.467,21.371531966224367,260.4,65.4145810663765,5
1199,558,1445758497.0,4.918,21.371531966224367,92.5,65.4145810663765,5
1200,5381,1445665652.0,7.713,21.371531966224367,159.0,65.4145810663765,5
1201,251,1445602275.0,8.394,21.371531966224367,190.7,65.4145810663765,5
1202,8654,1445406375.0,6.11,21.371531966224367,141.8,65.4145810663765,5
1203,11489,1445159156.0,6.75,21.371531966224367,201.8,65.4145810663765,66
1204,7939,1445148014.0,7.939,21.371531966224367,166.4,65.4145810663765,66
1205,3181,1444974560.0,5.798,21.371531966224367,99.8,65.4145810663765,66
1206,11817,1444888944.0,8.32,21.371531966224367,180.9,65.4145810663765,66
1207,7742,1444801625.0,7.199,21.371531966224367,157.6,65.4145810663765,66
1208,11498,1444715634.0,8.358,21.371531966224367,179.6,65.4145810663765,66
1209,2926,1444632377.0,6.315,21.371531966224367,115.0,65.4145810663765,66
1210,10242,1444460898.0,4.58,21.371531966224367,134.3,65.4145810663765,66
1211,4095,1444456082.0,3.749,21.371531966224367,143.1,65.4145810663765,66
1212,7786,1444283710.0,8.617,21.371531966224367,195.1,65.4145810663765,66
1213,7765,1444110978.0,8.239,21.371531966224367,177.9,65.4145810663765,66
1214,2874,1444028185.0,6.414,21.371531966224367,116.5,65.4145810663765,66
1215,18373,1443851401.0,5.807,21.371531966224367,178.3,65.4145810663765,66
1216,2842,1443768420.0,6.483,21.371531966224367,119.5,65.4145810663765,66
1217,11989,1443678937.0,8.043,21.371531966224367,169.8,65.4145810663765,66
1218,2901,1443595982.0,6.397,21.371531966224367,115.1,65.4145810663765,66
1219,6679,1443505595.0,7.635,21.371531966224367,173.0,65.4145810663765,66
1220,529,1443334610.0,6.755,21.371531966224367,161.2,65.4145810663765,66
1221,1263,1442728042.0,5.867,21.371531966224367,181.0,65.4145810663765,48
1222,7682,1442555470.0,7.28,21.371531966224367,137.9,65.4145810663765,48
1223,8133,1442382393.0,6.537,21.371531966224367,122.1,65.4145810663765,48
1224,2697,1442303679.0,6.876,21.371531966224367,130.9,65.4145810663765,48
1225,11659,1442129315.0,6.336,21.371531966224367,146.3,65.4145810663765,48
1226,2691,1442044252.0,6.855,21.371531966224367,132.0,65.4145810663765,48
1227,8642,1441951830.0,7.403,21.371531966224367,175.2,65.4145810663765,48
1228,6255,1441779861.0,5.84,21.371531966224367,116.8,65.4145810663765,48
1229,2016,1441606468.0,4.788,21.371531966224367,92.2,65.4145810663765,48
1230,5273,1441518417.0,6.318,21.371531966224367,121.4,65.4145810663765,48
1231,1431,1441260537.0,3.42,21.371531966224367,76.7,65.4145810663765,48
1232,7726,1440829449.0,8.515,21.371531966224367,191.3,65.4145810663765,48
1233,2679,1440397120.0,6.891,21.371531966224367,135.9,65.4145810663765,22
1234,2045,1439793345.0,1.917,21.371531966224367,47.2,65.4145810663765,22
1235,3063,1439532326.0,6.058,21.371531966224367,110.8,65.4145810663765,22
1236,6629,1439447034.0,3.202,21.371531966224367,99.4,65.4145810663765,22
1237,2666,1439360414.0,6.92,21.371531966224367,135.5,65.4145810663765,22
1238,2898,1439273086.0,6.378,21.371531966224367,122.8,65.4145810663765,22
1240,2778,1438150018.0,6.654,21.371531966224367,123.2,65.4145810663765,82
1241,14510,1437889763.0,4.342,21.371531966224367,125.4,65.4145810663765,82
1242,15824,1437284052.0,7.919,21.371531966224367,194.4,65.4145810663765,82
1243,5181,1437223282.0,6.005,21.371531966224367,146.1,65.4145810663765,82
1244,2988,1436852963.0,6.18,21.371531966224367,126.4,65.4145810663765,82
1245,9994,1436680067.0,9.14,21.371531966224367,227.0,65.4145810663765,116
1246,5796,1436596641.0,7.292,21.371531966224367,194.4,65.4145810663765,116
1247,7805,1436335435.0,8.748,21.371531966224367,199.1,65.4145810663765,116
1248,6712,1436248291.0,6.892,21.371531966224367,184.0,65.4145810663765,116
1249,9524,1436075701.0,9.371,21.371531966224367,221.6,65.4145810663765,116
1250,7637,1435989005.0,6.849,21.371531966224367,169.8,65.4145810663765,116
1251,7739,1435643323.0,6.142,21.371531966224367,160.3,65.4145810663765,116
1252,16872,1435470614.0,6.299,21.371531966224367,196.5,65.4145810663765,116
1253,10622,1434864312.0,8.441,21.371531966224367,177.9,65.4145810663765,57
1254,5177,1434815821.0,5.904,21.371531966224367,115.2,65.4145810663765,57
1255,9494,1434520055.0,7.806,21.371531966224367,185.3,65.4145810663765,57
1257,10290,1433915222.0,6.269,21.371531966224367,180.1,65.4145810663765,57
1258,7639,1433829689.0,8.933,21.371531966224367,208.6,65.4145810663765,57
1259,23612,1433656077.0,6.354,21.371531966224367,163.6,65.4145810663765,57
1260,12564,1433569636.0,7.219,21.371531966224367,164.4,65.4145810663765,57
1261,9720,1433310355.0,6.118,21.371531966224367,179.3,65.4145810663765,57
1262,7311,1433224419.0,8.462,21.371531966224367,174.0,65.4145810663765,57
1263,8603,1432791340.0,8.09,21.371531966224367,172.0,65.4145810663765,106
1264,10671,1432705472.0,5.009,21.371531966224367,124.8,65.4145810663765,106
1265,17675,1432445374.0,7.509,21.371531966224367,158.4,65.4145810663765,106
1266,3556,1432359854.0,5.206,21.371531966224367,88.3,65.4145810663765,106
1267,8281,1432100512.0,5.825,21.371531966224367,128.6,65.4145810663765,106
1268,18187,1431841432.0,4.556,21.371531966224367,170.2,65.4145810663765,106
1269,17468,1431755269.0,5.247,21.371531966224367,206.7,65.4145810663765,106
1270,8590,1431582232.0,8.278,21.371531966224367,178.2,65.4145810663765,106
1271,10005,1431495755.0,7.551,21.371531966224367,166.4,65.4145810663765,106
1272,4591,1431235960.0,3.645,21.371531966224367,115.6,65.4145810663765,11
1273,14710,1431150429.0,7.749,21.371531966224367,184.8,65.4145810663765,11
1274,8110,1430976343.0,8.087,21.371531966224367,176.3,65.4145810663765,11
1275,6799,1430891148.0,6.621,21.371531966224367,154.5,65.4145810663765,11
1276,6754,1430632343.0,3.625,21.371531966224367,111.3,65.4145810663765,11
1277,8184,1430545896.0,4.562,21.371531966224367,142.0,65.4145810663765,11
1278,8317,1430373974.0,7.35,21.371531966224367,150.4,65.4145810663765,11
1279,9707,1430286691.0,6.571,21.371531966224367,167.6,65.4145810663765,11
1280,19300,1430027598.0,8.387,21.371531966224367,196.0,65.4145810663765,11
1281,8986,1429941100.0,6.956,21.371531966224367,173.5,65.4145810663765,11
1282,8027,1429682794.0,8.583,21.371531966224367,197.4,65.4145810663765,11
1283,11650,1429421894.0,9.302,21.371531966224367,225.3,65.4145810663765,90
1284,3209,1429164791.0,5.735,21.371531966224367,98.5,65.4145810663765,90
1285,9252,1429077709.0,7.142,21.371531966224367,202.5,65.4145810663765,90
1286,10657,1428905419.0,8.556,21.371531966224367,188.7,65.4145810663765,90
1287,11467,1428645987.0,7.937,21.371531966224367,164.7,65.4145810663765,90
1288,7864,1428559242.0,8.332,21.371531966224367,180.4,65.4145810663765,90
1289,7735,1428472961.0,7.309,21.371531966224367,184.3,65.4145810663765,90
