,moving_time,timestamp,average_speed,average_temp,average_watts,suffer_score,kmeans_119
1290,17304,1428213785.0,6.229,21.371531966224367,194.0,65.4145810663765,90
1291,8394,1428127084.0,6.704,21.371531966224367,172.2,65.4145810663765,90
1292,4934,1428041158.0,3.745,21.371531966224367,77.7,65.4145810663765,90
1293,7765,1427956517.0,8.231,21.371531966224367,175.3,65.4145810663765,90
1294,4200,1427005566.0,8.15,21.371531966224367,170.4,65.4145810663765,61
1295,7602,1426746215.0,8.689,21.371531966224367,208.3,65.4145810663765,61
1296,4234,1426659789.0,5.791,21.371531966224367,112.9,65.4145810663765,61
1297,12260,1426400938.0,7.543,21.371531966224367,163.1,65.4145810663765,61
1298,8206,1426141729.0,6.963,21.371531966224367,171.7,65.4145810663765,61
1299,7977,1426055803.0,8.247,21.371531966224367,178.3,65.4145810663765,61
1300,4967,1425970071.0,7.047,21.371531966224367,155.7,65.4145810663765,61
1301,11489,1425796493.0,7.93,21.371531966224367,169.1,65.4145810663765,61
1302,7439,1425537178.0,7.96,21.371531966224367,180.3,65.4145810663765,61
1303,8034,1425451593.0,8.198,21.371531966224367,177.5,65.4145810663765,61
1304,7073,1425184143.0,8.03,21.371531966224367,177.1,65.4145810663765,94
1305,6748,1424846123.0,7.446,21.371531966224367,158.7,65.4145810663765,94
1306,7791,1424759651.0,8.777,21.371531966224367,199.5,65.4145810663765,94
1307,12396,1424586660.0,9.058,21.371531966224367,207.6,65.4145810663765,94
1308,7720,1424501517.0,7.959,21.371531966224367,168.0,65.4145810663765,94
1309,8679,1424327671.0,8.076,21.371531966224367,186.2,65.4145810663765,94
1310,9640,1424156152.0,8.04,21.371531966224367,168.5,65.4145810663765,94
1311,10822,1423982034.0,8.537,21.371531966224367,203.4,65.4145810663765,94
1312,4468,1423725055.0,4.062,21.371531966224367,63.8,65.4145810663765,24
1313,7210,1423636536.0,7.759,21.371531966224367,175.0,65.4145810663765,24
1314,5159,1423377090.0,6.868,21.371531966224367,144.6,65.4145810663765,24
1315,7741,1423292481.0,8.324,21.371531966224367,180.2,65.4145810663765,24
1316,7106,1423117958.0,8.592,21.371531966224367,201.0,65.4145810663765,24
1317,7726,1422947443.0,9.006,21.371531966224367,209.5,65.4145810663765,24
1318,12137,1422772714.0,5.642,21.371531966224367,154.0,65.4145810663765,24
1319,3981,1422515398.0,9.539,21.371531966224367,210.3,65.4145810663765,24
1320,7931,1422428289.0,7.742,21.371531966224367,155.6,65.4145810663765,24
1321,5762,1422169886.0,6.761,21.371531966224367,136.4,65.4145810663765,100
1322,6420,1421909119.0,6.278,21.371531966224367,120.0,65.4145810663765,100
1323,7302,1421563668.0,6.206,21.371531966224367,133.9,65.4145810663765,100
1324,7636,1421132958.0,7.916,21.371531966224367,166.5,65.4145810663765,100
1325,8732,1420959752.0,6.34,21.371531966224367,126.8,65.4145810663765,100
1326,13144,1419748539.0,6.303,21.371531966224367,172.9,65.4145810663765,38
1327,4628,1419661785.0,5.691,21.371531966224367,118.6,65.4145810663765,38
1328,6886,1419402702.0,4.71,21.371531966224367,109.4,65.4145810663765,38
1329,8735,1419154441.0,5.769,21.371531966224367,171.1,65.4145810663765,38
1330,960,1419152863.0,7.849,21.371531966224367,180.1,65.4145810663765,38
1331,8039,1419143120.0,5.607,21.371531966224367,178.6,65.4145810663765,38
1332,12000,1418881751.0,6.399,21.371531966224367,148.4,65.4145810663765,38
1333,7797,1418799044.0,8.197,21.371531966224367,174.0,65.4145810663765,38
1334,7962,1418712918.0,8.578,21.371531966224367,191.2,65.4145810663765,38
1335,6595,1418551444.0,5.863,21.371531966224367,191.1,65.4145810663765,38
1336,8064,1418538747.0,5.868,21.371531966224367,171.6,65.4145810663765,38
1337,11622,1418277785.0,6.078,21.371531966224367,150.7,65.4145810663765,38
1338,7775,1418193865.0,8.449,21.371531966224367,186.2,65.4145810663765,38
1339,11498,1418107935.0,8.188,21.371531966224367,173.0,65.4145810663765,38
1340,14678,1417933397.0,5.697,21.371531966224367,156.1,65.4145810663765,38
1341,7965,1417847255.0,8.428,21.371531966224367,184.6,65.4145810663765,38
1342,5607,1417674527.0,5.039,21.371531966224367,134.4,65.4145810663765,92
1343,7609,1417588877.0,8.395,21.371531966224367,183.0,65.4145810663765,92
1344,9817,1417416022.0,8.048,21.371531966224367,164.1,65.4145810663765,92
1345,8305,1417067331.0,6.127,21.371531966224367,145.5,65.4145810663765,92
1346,7542,1416984505.0,8.53,21.371531966224367,189.4,65.4145810663765,92
1347,13318,1416724109.0,7.501,21.371531966224367,158.7,65.4145810663765,92
1348,6472,1416465014.0,6.453,21.371531966224367,131.4,65.4145810663765,92
1349,11724,1416290012.0,6.211,21.371531966224367,149.8,65.4145810663765,92
1350,193,1416212223.0,5.563,21.371531966224367,148.9,65.4145810663765,92
1351,130,1416211843.0,6.407,21.371531966224367,190.0,65.4145810663765,92
1352,158,1416209761.0,5.387,21.371531966224367,161.9,65.4145810663765,92
1353,19378,1416119516.0,5.378,21.371531966224367,164.4,65.4145810663765,92
1354,7252,1415859630.0,5.952,21.371531966224367,121.0,65.4145810663765,92
1355,11012,1415684943.0,6.243,21.371531966224367,152.1,65.4145810663765,2
1356,13637,1415513154.0,7.459,21.371531966224367,159.0,65.4145810663765,2
1357,7083,1415427660.0,6.456,21.371531966224367,121.8,65.4145810663765,2
1358,12107,1415082066.0,6.321,21.371531966224367,154.4,65.4145810663765,2
1359,3941,1414998553.0,3.901,21.371531966224367,60.6,65.4145810663765,2
1360,1798,1414913075.0,8.12,21.371531966224367,276.9,65.4145810663765,2
1361,4936,1414822706.0,3.943,21.371531966224367,131.1,65.4145810663765,2
1362,9730,1414648211.0,5.605,21.371531966224367,99.5,65.4145810663765,2
1363,5419,1414562610.0,3.884,21.371531966224367,59.1,65.4145810663765,2
1364,7338,1414475577.0,5.175,21.371531966224367,124.4,65.4145810663765,2
1366,227,1413987136.0,8.781,21.371531966224367,251.8,65.4145810663765,112
1367,5755,1413957182.0,4.517,21.371531966224367,73.6,65.4145810663765,112
1368,8712,1413870826.0,5.013,21.371531966224367,130.4,65.4145810663765,112
1369,15521,1413699030.0,7.632,21.371531966224367,147.0,65.4145810663765,112
1370,8706,1413439880.0,9.081,21.371531966224367,210.7,65.4145810663765,112
1371,8701,1413352838.0,5.003,21.371531966224367,125.0,65.4145810663765,112
1372,1347,1413268503.0,2.749,21.371531966224367,99.0,65.4145810663765,112
1374,562,1413265809.0,6.342,21.371531966224367,120.4,65.4145810663765,112
1375,7767,1412747518.0,5.151,21.371531966224367,126.8,65.4145810663765,112
1376,9011,1412661852.0,5.549,21.371531966224367,135.1,65.4145810663765,112
1377,808,1412489144.0,4.988,21.371531966224367,73.5,65.4145810663765,112
1378,5234,1412402384.0,5.746,21.371531966224367,124.9,65.4145810663765,112
1379,15000,1412229241.0,6.156,21.371531966224367,127.6,65.4145810663765,112
1380,9535,1412143238.0,5.112,21.371531966224367,128.0,65.4145810663765,112
1381,11648,1411451978.0,6.235,21.371531966224367,139.1,65.4145810663765,89
1382,14673,1411278532.0,4.241,21.371531966224367,101.3,65.4145810663765,89
1383,13176,1411106340.0,6.896,21.371531966224367,157.3,65.4145810663765,89
1384,10900,1410932917.0,5.234,21.371531966224367,125.2,65.4145810663765,89
1385,10345,1410846633.0,4.585,21.371531966224367,110.4,65.4145810663765,89
1386,7379,1410760133.0,6.785,21.371531966224367,162.5,65.4145810663765,89
1387,12646,1410587461.0,6.338,21.371531966224367,141.3,65.4145810663765,89
1388,10079,1410414593.0,5.011,21.371531966224367,127.9,65.4145810663765,89
1389,3999,1410066214.0,6.165,21.371531966224367,100.6,65.4145810663765,43
1390,3193,1409985243.0,5.689,21.371531966224367,101.4,65.4145810663765,43
1391,12996,1409809781.0,6.194,21.371531966224367,128.6,65.4145810663765,43
1392,10802,1409464142.0,6.159,21.371531966224367,124.8,65.4145810663765,43
1393,4524,1409291434.0,5.376,21.371531966224367,116.3,65.4145810663765,43
1394,13381,1409205132.0,6.218,21.371531966224367,140.8,65.4145810663765,43
1395,5110,1409032253.0,6.721,21.371531966224367,128.3,65.4145810663765,43
1396,10384,1408859834.0,6.766,21.371531966224367,137.7,65.4145810663765,43
1397,5453,1408686438.0,6.32,21.371531966224367,114.4,65.4145810663765,43
1398,9509,1408600169.0,6.264,21.371531966224367,137.7,65.4145810663765,43
1399,5189,1408513879.0,6.628,21.371531966224367,123.6,65.4145810663765,43
1400,7206,1408427584.0,6.134,21.371531966224367,148.7,65.4145810663765,43
1401,10773,1408254759.0,5.848,21.371531966224367,122.1,65.4145810663765,72
1402,8825,1408081975.0,5.678,21.371531966224367,146.6,65.4145810663765,72
1403,6079,1407995614.0,6.251,21.371531966224367,108.9,65.4145810663765,72
1404,8292,1407909221.0,6.7,21.371531966224367,122.9,65.4145810663765,72
1406,11282,1407649970.0,5.427,21.371531966224367,141.4,65.4145810663765,72
1407,10567,1407564208.0,6.59,21.371531966224367,117.5,65.4145810663765,72
1408,6327,1407390809.0,5.209,21.371531966224367,96.1,65.4145810663765,72
1409,5612,1407304441.0,5.027,21.371531966224367,111.2,65.4145810663765,72
1410,7353,1407217210.0,5.211,21.371531966224367,89.0,65.4145810663765,72
1411,1445,1407061005.0,5.476,21.371531966224367,117.1,65.4145810663765,72
1412,1049,1407055446.0,4.652,21.371531966224367,68.9,65.4145810663765,72
1413,1620,1407042582.0,6.531,21.371531966224367,111.7,65.4145810663765,72
1414,8605,1406872567.0,6.804,21.371531966224367,119.6,65.4145810663765,27
1415,3192,1406708266.0,5.789,21.371531966224367,108.8,65.4145810663765,27
1416,3115,1406701613.0,6.508,21.371531966224367,102.3,65.4145810663765,27
1417,5297,1406613376.0,5.67,21.371531966224367,109.8,65.4145810663765,27
1418,6018,1406440860.0,7.289,21.371531966224367,193.3,65.4145810663765,27
1419,2009,1406375909.0,4.387,21.371531966224367,87.7,65.4145810663765,27
1420,1561,1406285319.0,5.707,21.371531966224367,82.2,65.4145810663765,27
1421,7892,1406180980.0,5.862,21.371531966224367,99.9,65.4145810663765,27
1422,12992,1405841400.0,7.851,21.371531966224367,135.34960346070656,65.4145810663765,27
1423,2378,1405774519.0,11.844,21.371531966224367,379.4,65.4145810663765,27
1424,6376,1405489754.0,6.034,21.371531966224367,110.2,65.4145810663765,27
1425,7194,1405403495.0,6.163,21.371531966224367,116.4,65.4145810663765,27
1426,2887,1405318726.0,6.73,21.371531966224367,131.4,65.4145810663765,115
1427,6083,1404798822.0,6.246,21.371531966224367,112.7,65.4145810663765,115
1428,3493,1404750443.0,4.81,21.371531966224367,135.2,65.4145810663765,115
1429,1451,1404625444.0,6.861,21.371531966224367,122.8,65.4145810663765,115
1430,1593,1404547603.0,5.437,21.371531966224367,116.7,65.4145810663765,115
1431,653,1404540931.0,7.615,21.371531966224367,140.3,65.4145810663765,115
1432,1247,1404536212.0,6.601,21.371531966224367,90.0,65.4145810663765,115
1433,6493,1404453230.0,5.899,21.371531966224367,107.6,65.4145810663765,115
1434,12965,1404367220.0,6.595,21.371531966224367,127.5,65.4145810663765,115
1435,7842,1404280354.0,5.17,21.371531966224367,93.9,65.4145810663765,115
1436,5797,1404108243.0,6.162,21.371531966224367,121.8,65.4145810663765,115
1437,1364,1404063246.0,6.065,21.371531966224367,163.8,65.4145810663765,115
1438,5337,1403848459.0,5.517,21.371531966224367,129.1,65.4145810663765,63
1439,8107,1403762103.0,5.489,21.371531966224367,96.4,65.4145810663765,63
1440,3232,1403716402.0,5.179,21.371531966224367,150.5,65.4145810663765,63
1441,7888,1403675658.0,7.167,21.371531966224367,151.6,65.4145810663765,63
1442,4039,1403616267.0,5.946,21.371531966224367,191.0,65.4145810663765,63
1443,3203,1403544719.0,5.318,21.371531966224367,162.0,65.4145810663765,63
1444,6401,1403502402.0,5.902,21.371531966224367,103.6,65.4145810663765,63
1445,10945,1403416217.0,6.876,21.371531966224367,199.0,65.4145810663765,63
1446,9256,1403329836.0,6.078,21.371531966224367,115.7,65.4145810663765,63
1447,2854,1403285593.0,5.664,21.371531966224367,182.4,65.4145810663765,63
1448,1196,1403160676.0,5.741,21.371531966224367,202.1,65.4145810663765,63
1449,4473,1403110004.0,4.683,21.371531966224367,131.2,65.4145810663765,63
1450,1259,1403074214.0,5.488,21.371531966224367,182.5,65.4145810663765,63
1451,2928,1403067551.0,6.979,21.371531966224367,139.7,65.4145810663765,63
1452,3323,1403022575.0,6.34,21.371531966224367,126.8,65.4145810663765,63
1453,6492,1402984923.0,6.766,21.371531966224367,175.0,65.4145810663765,63
1455,1138,1402555809.0,5.998,21.371531966224367,210.9,65.4145810663765,8
1456,3184,1402549554.0,4.747,21.371531966224367,140.9,65.4145810663765,8
1457,1236,1402469278.0,5.605,21.371531966224367,180.9,65.4145810663765,8
1458,2540,1402463809.0,8.076,21.371531966224367,184.5,65.4145810663765,8
1459,1164,1402382841.0,5.943,21.371531966224367,193.8,65.4145810663765,8
1460,3642,1402315300.0,4.724,21.371531966224367,130.8,65.4145810663765,8
1461,794,1402307350.0,4.278,21.371531966224367,166.0,65.4145810663765,8
1462,1456,1402240037.0,5.401,21.371531966224367,116.3,65.4145810663765,8
1463,2533,1402221428.0,5.722,21.371531966224367,82.5,65.4145810663765,8
1464,11477,1402204674.0,5.48,21.371531966224367,192.6,65.4145810663765,8
1465,1622,1402146414.0,5.373,21.371531966224367,119.1,65.4145810663765,8
1466,4555,1402116950.0,7.22,21.371531966224367,135.2,65.4145810663765,8
1467,8661,1402034463.0,6.126,21.371531966224367,103.5,65.4145810663765,8
1468,13253,1401944200.0,6.938,21.371531966224367,142.4,65.4145810663765,8
1469,2806,1401900448.0,4.682,21.371531966224367,132.9,65.4145810663765,8
1470,5510,1401861001.0,6.259,21.371531966224367,114.5,65.4145810663765,8
1471,1075,1401815280.0,4.738,21.371531966224367,98.1,65.4145810663765,8
1472,8992,1401774446.0,6.237,21.371531966224367,111.7,65.4145810663765,8
1473,1352,1401615061.0,4.992,21.371531966224367,103.2,65.4145810663765,8
1474,867,1401599677.0,7.904,21.371531966224367,111.3,65.4145810663765,8
1475,13973,1401514745.0,5.327,21.371531966224367,148.0,65.4145810663765,8
1476,9067,1401428195.0,6.12,21.371531966224367,108.7,65.4145810663765,8
1477,2055,1401382945.0,5.67,21.371531966224367,113.4,65.4145810663765,8
1478,1761,1401297505.0,5.533,21.371531966224367,97.6,65.4145810663765,8
1479,14878,1401252833.0,7.92,21.371531966224367,180.1,65.4145810663765,102
1480,7178,1401169819.0,6.346,21.371531966224367,155.0,65.4145810663765,102
1481,1987,1401099106.0,5.003,21.371531966224367,152.7,65.4145810663765,102
1482,5714,1401083393.0,6.619,21.371531966224367,123.8,65.4145810663765,102
1483,2766,1401032115.0,6.128,21.371531966224367,112.5,65.4145810663765,102
1485,1993,1400955535.0,5.979,21.371531966224367,110.8,65.4145810663765,102
1486,11160,1400910706.0,6.408,21.371531966224367,189.8,65.4145810663765,102
1487,1495,1400830529.0,5.087,21.371531966224367,175.4,65.4145810663765,102
1489,869,1400824648.0,8.017,21.371531966224367,243.1,65.4145810663765,102
1490,9171,1400737859.0,6.512,21.371531966224367,127.0,65.4145810663765,102
1491,1105,1400687021.0,5.331,21.371531966224367,134.5,65.4145810663765,102
1492,1008,1400668826.0,6.458,21.371531966224367,85.1,65.4145810663765,102
1493,7941,1400651342.0,6.319,21.371531966224367,167.1,65.4145810663765,102
1495,3798,1400516335.0,5.678,21.371531966224367,99.5,65.4145810663765,102
1496,1445,1400488066.0,5.018,21.371531966224367,176.8,65.4145810663765,102
1498,1351,1400478239.0,5.819,21.371531966224367,139.3,65.4145810663765,102
1499,10666,1400390877.0,6.382,21.371531966224367,176.8,65.4145810663765,102
1500,6464,1400304096.0,6.779,21.371531966224367,172.6,65.4145810663765,102
1501,10768,1400217842.0,6.283,21.371531966224367,150.4,65.4145810663765,102
1502,4714,1400131723.0,6.439,21.371531966224367,125.2,65.4145810663765,102
1503,1361,1400070179.0,4.765,21.371531966224367,142.6,65.4145810663765,102
1504,3267,1400047050.0,5.654,21.371531966224367,103.8,65.4145810663765,102
1505,4377,1399959534.0,5.559,21.371531966224367,100.3,65.4145810663765,102
1506,4881,1399873552.0,5.397,21.371531966224367,85.0,65.4145810663765,102
1507,2567,1399828838.0,5.239,21.371531966224367,159.7,65.4145810663765,78
1508,17934,1399784330.0,5.743,21.371531966224367,189.3,65.4145810663765,78
1509,16342,1399700302.0,5.959,21.371531966224367,176.6,65.4145810663765,78
1510,17660,1399612962.0,5.884,21.371531966224367,194.4,65.4145810663765,78
1511,15054,1399526462.0,5.44,21.371531966224367,148.5,65.4145810663765,78
1512,17217,1399440213.0,5.899,21.371531966224367,190.8,65.4145810663765,78
1513,2958,1399356670.0,6.573,21.371531966224367,123.4,65.4145810663765,78
1514,8947,1399267323.0,8.167,21.371531966224367,179.5,65.4145810663765,78
1515,7653,1399181035.0,6.864,21.371531966224367,199.3,65.4145810663765,78
1516,6509,1399093980.0,6.909,21.371531966224367,149.4,65.4145810663765,78
1517,1987,1399051042.0,4.981,21.371531966224367,151.9,65.4145810663765,78
1518,5559,1399008924.0,6.806,21.371531966224367,125.5,65.4145810663765,78
1519,10243,1398837772.0,7.16,21.371531966224367,164.3,65.4145810663765,78
1520,5064,1398750503.0,7.295,21.371531966224367,161.1,65.4145810663765,78
1521,1175,1398716070.0,4.505,21.371531966224367,169.8,65.4145810663765,78
1522,1097,1398705292.0,5.509,21.371531966224367,126.4,65.4145810663765,78
1523,2951,1398665582.0,6.495,21.371531966224367,146.6,65.4145810663765,78
1524,11508,1398576135.0,5.74,21.371531966224367,159.6,65.4145810663765,28
1525,1023,1398509292.0,4.95,21.371531966224367,114.5,65.4145810663765,28
1526,16762,1398403535.0,6.998,21.371531966224367,133.7,65.4145810663765,28
1527,1084,1398365988.0,4.707,21.371531966224367,177.1,65.4145810663765,28
1528,693,1398357503.0,6.911,21.371531966224367,174.0,65.4145810663765,28
1529,966,1398329190.0,5.199,21.371531966224367,124.1,65.4145810663765,28
1530,4433,1398318424.0,7.601,21.371531966224367,148.8,65.4145810663765,28
1531,7999,1398232299.0,6.691,21.371531966224367,188.2,65.4145810663765,28
1532,1063,1398163400.0,5.575,21.371531966224367,217.4,65.4145810663765,28
1534,843,1398145196.0,6.911,21.371531966224367,166.3,65.4145810663765,28
1535,1210,1398113438.0,3.823,21.371531966224367,139.9,65.4145810663765,28
1536,874,1398097615.0,5.719,21.371531966224367,119.4,65.4145810663765,28
1537,2780,1398059893.0,4.995,21.371531966224367,90.6,65.4145810663765,28
1538,12458,1397972736.0,6.296,21.371531966224367,182.3,65.4145810663765,28
1539,1511,1397925867.0,4.121,21.371531966224367,123.9,65.4145810663765,28
1540,13116,1397886734.0,6.259,21.371531966224367,178.1,65.4145810663765,28
1541,1515,1397832299.0,4.519,21.371531966224367,76.2,65.4145810663765,28
1542,9517,1397800238.0,6.807,21.371531966224367,158.7,65.4145810663765,28
1543,6971,1397713492.0,6.507,21.371531966224367,113.8,65.4145810663765,28
1544,6399,1397628232.0,6.734,21.371531966224367,121.0,65.4145810663765,28
1545,6186,1397541900.0,6.782,21.371531966224367,130.9,65.4145810663765,28
1546,16697,1397368410.0,5.52,21.371531966224367,161.1,65.4145810663765,113
1547,1877,1397327588.0,5.415,21.371531966224367,127.1,65.4145810663765,113
1548,9694,1397280439.0,5.63,21.371531966224367,126.4,65.4145810663765,113
1549,6828,1397196364.0,5.869,21.371531966224367,101.1,65.4145810663765,113
1550,4482,1397110219.0,6.39,21.371531966224367,123.0,65.4145810663765,113
1551,6018,1396936015.0,5.985,21.371531966224367,107.7,65.4145810663765,113
1552,2175,1396898235.0,5.225,21.371531966224367,107.7,65.4145810663765,113
1553,688,1396887699.0,6.712,21.371531966224367,89.6,65.4145810663765,113
1556,4721,1396590829.0,7.231,21.371531966224367,144.2,65.4145810663765,113
1557,21001,1396504707.0,6.218,21.371531966224367,110.7,65.4145810663765,113
1558,1138,1396461981.0,5.2,21.371531966224367,201.0,65.4145810663765,113
1565,8019,1395987221.0,5.474,21.371531966224367,132.2,65.4145810663765,113
1566,8614,1395816123.0,4.886,21.371531966224367,112.8,65.4145810663765,113
1571,2315,1392617167.0,8.05,21.371531966224367,162.8,65.4145810663765,15
1572,4302,1392531681.0,7.836,21.371531966224367,152.8,65.4145810663765,15
1573,2936,1392443996.0,6.423,21.371531966224367,109.0,65.4145810663765,15
1574,3014,1392357652.0,6.204,21.371531966224367,106.2,65.4145810663765,15
1575,3136,1392271249.0,6.004,21.371531966224367,100.4,65.4145810663765,15
1576,2838,1392184729.0,6.619,21.371531966224367,114.3,65.4145810663765,15
1577,3987,1392099162.0,6.722,21.371531966224367,124.4,65.4145810663765,15
1578,5144,1391753233.0,7.591,21.371531966224367,163.9,65.4145810663765,15
1579,2947,1391321966.0,6.963,21.371531966224367,135.7,65.4145810663765,15
1581,347,1390631858.0,4.71,21.371531966224367,134.0,65.4145810663765,87
1582,2311,1390457913.0,8.139,21.371531966224367,174.5,65.4145810663765,87
1583,2081,1390290869.0,5.552,21.371531966224367,108.1,65.4145810663765,87
1584,6739,1390111117.0,6.47,21.371531966224367,145.9,65.4145810663765,87
1585,2871,1390024331.0,6.597,21.371531966224367,115.1,65.4145810663765,87
1586,2364,1389938676.0,8.036,21.371531966224367,173.7,65.4145810663765,87
1587,2921,1389852067.0,6.284,21.371531966224367,106.4,65.4145810663765,87
1588,2653,1389679526.0,6.961,21.371531966224367,133.9,65.4145810663765,87
1589,729,1389505675.0,6.321,21.371531966224367,111.9,65.4145810663765,87
1590,987,1388508963.0,4.787,21.371531966224367,114.4,65.4145810663765,45
1591,625,1388501211.0,6.635,21.371531966224367,65.3,65.4145810663765,45
1592,3044,1388470945.0,6.074,21.371531966224367,121.7,65.4145810663765,45
1593,2820,1388384814.0,6.481,21.371531966224367,111.9,65.4145810663765,45
1594,3717,1388211454.0,6.646,21.371531966224367,115.9,65.4145810663765,45
1595,3823,1388124618.0,7.041,21.371531966224367,123.2,65.4145810663765,45
1596,3429,1388038319.0,6.229,21.371531966224367,114.3,65.4145810663765,45
1597,3704,1387865630.0,6.508,21.371531966224367,130.8,65.4145810663765,45
1598,3159,1387780274.0,7.116,21.371531966224367,138.5,65.4145810663765,45
1599,2695,1387520557.0,6.721,21.371531966224367,128.9,65.4145810663765,45
1600,2510,1387347133.0,7.489,21.371531966224367,135.34960346070656,65.4145810663765,45
